30000
Yaw Pitch Raw
11896.jpg 6.950699 23.563316 1.5288849
11897.jpg 18.83191 -21.143997 -2.7517853
11898.jpg 10.401924 -10.283447 -1.7895813
11899.jpg 28.273071 -9.795425 -4.2810745
11900.jpg -6.959526 -6.5195465 7.543831
11901.jpg 10.95829 0.86328125 -0.009994507
11902.jpg -9.902542 -8.712898 -0.17022705
11903.jpg -6.238304 1.8662872 1.0483398
11904.jpg -29.38134 -1.0879822 1.3000717
11905.jpg -2.0770416 0.37791443 -0.11629486
11906.jpg 12.817169 -10.461838 -2.5560913
11907.jpg 1.9972534 2.5184174 0.21983337
11908.jpg -14.163666 -14.708824 2.4705353
11909.jpg -0.2347107 -6.157295 -1.2070084
11910.jpg -0.66412354 -2.0100174 0.06892395
11911.jpg 7.264847 7.3596497 0.35195923
11912.jpg -1.6755295 -4.7353363 -0.9445267
11913.jpg 26.494034 6.5874634 1.2854614
11914.jpg 2.0928955 1.1096344 0.5284424
11915.jpg -13.998993 -11.701698 2.4424286
11916.jpg 21.82257 -12.334747 -1.1260223
11917.jpg -11.552292 -1.2373352 -1.4379425
11918.jpg 10.612488 -4.6156845 -2.4065323
11919.jpg 0.08772278 -18.678268 -0.42713928
11920.jpg 5.7702026 -10.351692 -0.9462662
11921.jpg -45.51661 -16.502998 12.873169
11922.jpg -37.57897 -29.27964 7.930458
11923.jpg 9.546188 1.6854401 -0.6332855
11924.jpg 4.600296 -1.9675369 -1.8702087
11925.jpg 2.0386047 -2.3438416 -1.5693207
11926.jpg 40.228317 -12.70163 -7.238312
11927.jpg -3.600418 -12.513809 -0.9077225
11928.jpg -0.5755234 -8.736084 0.17883301
11929.jpg 0.53671265 -4.353531 -0.10749817
11930.jpg -1.1683502 1.7992554 -0.72120667
11931.jpg -2.2945251 -1.5222778 -0.4580536
11932.jpg -4.791771 -9.957031 0.32590485
11933.jpg -28.94548 -27.512291 10.126663
11934.jpg -38.3845 -0.8600311 1.4138794
11935.jpg -11.379532 -1.5475845 -1.2259979
11936.jpg 16.954407 -21.801163 -2.0606995
11937.jpg -1.4865723 -4.7356186 -1.805542
11938.jpg -5.8942566 -13.836685 2.0588608
11939.jpg 2.174347 0.88313293 -0.5121231
11940.jpg 4.642044 -12.757629 -1.4034271
11941.jpg 0.24749756 -4.5295334 -0.41505432
11942.jpg 5.076233 -9.710503 0.65393066
11943.jpg -35.679874 -3.4633255 0.6388321
11944.jpg -10.59803 -5.055832 -1.0375519
11945.jpg -8.571678 -9.274925 1.8537369
11946.jpg -14.897659 -4.957527 1.4402847
11947.jpg 4.171707 -4.472107 -0.056854248
11948.jpg 5.8177795 -11.574303 -0.50782776
11949.jpg -23.129456 -15.38446 5.693268
11950.jpg 1.3592987 -16.448662 -1.132843
11951.jpg -15.17128 -11.563683 0.73057556
11952.jpg 3.609352 -19.432014 -0.64006805
11953.jpg -38.164284 -20.18119 4.9614105
11954.jpg 0.50198364 -9.203796 0.07637024
11955.jpg -8.507751 -5.9393845 0.45251465
11956.jpg -9.78373 -12.195763 0.8715668
11957.jpg 13.035942 -14.4424515 -3.4532776
11958.jpg 11.772186 5.364105 2.1985703
11959.jpg 15.288277 -4.5994186 -1.0118561
11960.jpg -37.6158 -26.502007 10.760117
11961.jpg 18.273163 -18.133102 -5.8242035
11962.jpg 8.189087 -9.962753 -0.5891571
11963.jpg 17.432991 -20.407806 -2.5370483
11964.jpg 3.8410645 -0.15158081 -2.323288
11965.jpg 38.226013 11.976196 3.718483
11966.jpg -0.86335754 -6.2948456 -0.88153076
11967.jpg 7.4712067 -12.836884 -1.3928604
11968.jpg 23.93319 15.94223 -1.2600632
11969.jpg 3.0500336 -4.188057 -8.68367
11970.jpg -0.61790466 -7.474655 -0.05999756
11971.jpg 24.683922 -8.076996 -2.5306396
11972.jpg -6.8007126 0.4098816 -1.2144699
11973.jpg 12.33062 -10.834221 0.012664795
11974.jpg 22.557846 -6.524109 -1.068512
11975.jpg 14.638641 -1.3082886 -0.6716919
11976.jpg 9.377472 3.2832947 1.7267075
11977.jpg 17.243568 -17.711296 -3.4444275
11978.jpg 5.19191 -5.703102 -2.3566132
11979.jpg 19.805801 -4.0412292 -3.2707672
11980.jpg -4.888336 -7.259407 -1.1153183
11981.jpg -7.8433533 -9.707108 -0.14215851
11982.jpg -17.632751 -15.576447 1.4239197
11983.jpg 10.559486 -14.770538 -1.9009705
11984.jpg -13.408829 0.37487793 -0.23913574
11985.jpg 0.7226105 0.24745178 -0.81069946
11986.jpg 7.4214706 1.0942383 0.5897522
11987.jpg -4.2467957 -8.091354 0.4886322
11988.jpg -12.359741 -18.054985 2.3986359
11989.jpg -25.582146 -0.7481384 2.57016
11990.jpg -34.618805 -14.035858 2.0829163
11991.jpg 2.8736115 -6.4944534 -0.48376465
11992.jpg 7.947891 -7.7470703 -1.1987
11993.jpg -15.584587 -11.8582535 1.9344635
11994.jpg 7.90654 -3.2966003 0.42184448
11995.jpg 7.3035126 -14.5167465 -1.2448883
11996.jpg -15.201027 37.569855 -1.4088593
11997.jpg 2.5614471 -12.61525 -0.9339447
11998.jpg -5.9388885 -5.2997894 -0.3438034
11999.jpg -1.3272171 -24.691345 0.80867004
12000.jpg -20.780792 -1.4060822 2.84198
12001.jpg -7.9914627 -3.6523743 0.07354736
12002.jpg -2.6551056 -0.9259186 0.67427063
12003.jpg 27.17337 11.928421 -0.2000885
12004.jpg -14.256233 -0.19290161 -0.3546753
12005.jpg 7.5832825 -10.434372 -0.4297943
12006.jpg 19.061432 -4.3176727 1.5615845
12007.jpg 4.58519 -6.8008575 -0.59614563
12008.jpg 10.693527 -11.095726 -0.81749725
12009.jpg 20.82351 -0.30819702 -1.0855865
12010.jpg 3.4010468 -6.697937 -0.50053406
12011.jpg 3.1343079 -6.1031494 -0.8256073
12012.jpg -3.4779663 -12.213928 1.6519012
12013.jpg 14.398056 6.90921 -0.25417328
12014.jpg 9.406967 -18.83413 -1.0770035
12015.jpg 0.38980865 -15.936134 -1.2777328
12016.jpg 3.881134 -6.155731 -0.30306244
12017.jpg 7.9183655 -0.51493835 1.3450241
12018.jpg -1.7148743 -14.634445 -0.10773468
12019.jpg 4.356674 -15.772675 -1.4833374
12020.jpg -9.449371 -12.273155 1.2623138
12021.jpg 14.483711 -13.654655 -0.48510742
12022.jpg -2.6866837 -9.736404 0.103637695
12023.jpg 14.76638 8.653336 2.236969
12024.jpg 0.6170044 6.9587173 -0.6258087
12025.jpg 3.136757 -17.51744 -1.1638184
12026.jpg 10.124329 -10.937721 -2.4803162
12027.jpg -15.403381 4.0191193 1.0080872
12028.jpg -3.2438278 -12.904968 1.7870636
12029.jpg 12.109131 3.8872147 3.5478363
12030.jpg -0.8854828 -7.7020874 0.005012512
12031.jpg 10.321045 -5.8934097 -2.893547
12032.jpg 12.544098 -2.5483017 0.30595398
12033.jpg -7.364929 -8.286537 1.4948425
12034.jpg -8.215538 -8.942131 0.85549927
12035.jpg -7.98938 -10.666565 -0.427948
12036.jpg 1.0358276 -11.515488 -0.183815
12037.jpg 6.1772156 0.6534805 0.7021866
12038.jpg 7.7457047 -14.580292 -1.3536301
12039.jpg 1.8885651 -10.491501 -0.71047974
12040.jpg -27.61885 -12.54776 5.7037964
12041.jpg 7.8525543 -4.420349 -0.100479126
12042.jpg -5.632538 -6.2931366 -1.7797241
12043.jpg -19.105484 -9.377396 1.2315216
12044.jpg 30.40097 -6.841873 1.7712097
12045.jpg -11.759636 -1.3639832 -1.4588776
12046.jpg 1.6131363 -20.228226 -0.52576447
12047.jpg 1.8230286 -3.68676 1.6927872
12048.jpg 3.6901398 -6.900833 -0.031173706
12049.jpg -12.654663 -8.851776 2.625618
12050.jpg -41.958836 -14.327896 1.2650528
12051.jpg 5.9235535 5.5696564 -0.3651352
12052.jpg 21.736145 -14.601593 -4.060295
12053.jpg -0.8149109 -12.239571 -0.08441162
12054.jpg 6.6983185 -13.766769 -1.1665344
12055.jpg 33.644135 -13.89595 -6.442932
12056.jpg -7.7851257 -8.652779 0.38479614
12057.jpg 19.079132 -9.313164 -0.77375793
12058.jpg -4.8842163 -7.9892273 -0.22146606
12059.jpg -1.9770508 -14.09787 -0.6486206
12060.jpg -15.029961 -13.689026 1.3804169
12061.jpg -38.146416 -0.5582886 -1.0623322
12062.jpg -0.07873535 -24.073914 0.15045166
12063.jpg 35.79303 -0.5730057 -0.7198181
12064.jpg -11.5746155 1.9168091 -0.2986679
12065.jpg -5.6679993 -0.3262787 1.9114227
12066.jpg -19.052101 -2.7413177 2.7499924
12067.jpg 1.1652145 -13.497749 -1.1223602
12068.jpg -11.129051 -13.454437 1.7514191
12069.jpg 14.981277 -3.7560577 0.27069855
12070.jpg -1.9258575 -3.4446259 -0.38796997
12071.jpg -7.3391724 -5.964386 0.018356323
12072.jpg -10.327087 -9.68557 3.401123
12073.jpg -23.843307 3.6262894 -1.2721405
12074.jpg -34.89605 -8.310951 3.4908752
12075.jpg 13.504509 -12.565689 -2.7304382
12076.jpg 9.44986 -3.945221 0.042007446
12077.jpg -6.9265747 -13.107834 0.7933731
12078.jpg 2.4649887 -1.2642365 -0.3780899
12079.jpg -0.41810608 -7.5025787 0.5779724
12080.jpg -4.3980865 -17.632645 -0.17842102
12081.jpg 9.855896 1.1451187 -0.28090668
12082.jpg -2.7497177 -14.271561 0.9627228
12083.jpg 7.6904984 -10.186676 -0.14117432
12084.jpg 10.344894 -13.077263 -1.8509064
12085.jpg 3.7665558 -4.9028015 0.45046234
12086.jpg 18.171844 -8.7895355 -2.4207306
12087.jpg -4.552574 -7.6475525 -0.17658234
12088.jpg -1.2513885 -2.0248413 -1.827095
12089.jpg 16.11615 -0.43082428 1.5253448
12090.jpg 12.024368 -10.660973 -1.1719894
12091.jpg -23.80651 -22.364105 4.2268066
12092.jpg -6.9734955 -5.3489 0.5456314
12093.jpg -17.408493 2.143692 4.084305
12094.jpg 0.12275696 -18.982605 -0.3002243
12095.jpg -17.047394 0.9992523 1.3057404
12096.jpg -10.372391 -15.689941 0.7234268
12097.jpg -45.112427 -3.603424 4.6720123
12098.jpg -18.408493 -2.8234863 3.5189972
12099.jpg 25.48819 2.4270935 2.2949219
12100.jpg -11.335594 -10.368469 1.9897614
12101.jpg -5.6217575 -4.300995 -0.022491455
12102.jpg 22.146378 -10.547539 -2.5065308
12103.jpg -1.826294 -12.207474 1.8096313
12104.jpg 19.301804 -6.276642 -2.6157303
12105.jpg -1.1633606 0.23567963 0.8569107
12106.jpg 1.54245 -3.4590988 -1.23703
12107.jpg -0.26232147 16.736595 -2.0956879
12108.jpg -59.10943 -10.476044 11.82515
12109.jpg 20.254425 -1.4006042 -1.884613
12110.jpg -14.745346 -13.595383 2.7675476
12111.jpg 4.5924835 -17.57705 -0.16816711
12112.jpg -14.093155 -22.321701 4.0026245
12113.jpg 8.577789 -8.51622 -2.6892242
12114.jpg -8.974152 -8.4928055 -0.30021667
12115.jpg 5.7796936 -7.534729 -0.7105408
12116.jpg 5.9082184 -2.0524979 -0.75942993
12117.jpg 3.5554733 -13.753998 -0.53344727
12118.jpg 0.4214859 -9.286697 -1.135437
12119.jpg -11.652649 -12.643745 1.884201
12120.jpg 0.112220764 -14.922287 0.7102661
12121.jpg 7.6524963 -12.8324585 -0.70606995
12122.jpg 17.861877 -14.799828 -3.1033936
12123.jpg 19.63498 -6.2543945 -0.4464569
12124.jpg -17.705193 8.84256 -0.055091858
12125.jpg 17.92337 -5.0677567 -0.26660156
12126.jpg -22.18351 -4.581833 -0.91106415
12127.jpg -11.166183 -12.125114 0.20115662
12128.jpg 2.477005 -8.105316 0.18070221
12129.jpg -11.479576 -5.13929 -0.8678436
12130.jpg 6.354004 -18.986427 -2.1315079
12131.jpg -9.024231 -25.435379 3.2490082
12132.jpg 0.4320984 2.1626587 0.6383667
12133.jpg -2.4231873 -6.7829285 1.1166687
12134.jpg 22.474854 3.0278015 3.8288956
12135.jpg 7.1071167 -2.9178162 -1.1454391
12136.jpg -21.269958 -13.310287 4.3469925
12137.jpg -24.605064 3.4516602 -1.1128387
12138.jpg 3.849701 -10.824135 0.4812622
12139.jpg -4.513893 -9.854309 -1.757698
12140.jpg 14.089401 -4.172409 -3.1708603
12141.jpg 12.391914 -9.489235 -1.5239105
12142.jpg 9.277573 -9.3188095 -0.72704315
12143.jpg 12.606415 -15.337563 -2.407547
12144.jpg 6.866913 -4.1010056 0.9096451
12145.jpg -11.275787 -11.308014 1.1876831
12146.jpg 6.1007996 1.181366 0.038146973
12147.jpg -2.9664917 -10.76812 -1.0413895
12148.jpg -17.420845 -6.7947845 0.29727173
12149.jpg 6.1740646 -3.6637878 0.037994385
12150.jpg -13.864265 -8.1427765 0.78141785
12151.jpg 11.90155 -5.268875 -0.4701538
12152.jpg 6.297516 -14.028648 -2.4124908
12153.jpg 1.0522766 -10.101883 -1.8336334
12154.jpg 0.21109772 1.2186737 0.30532837
12155.jpg 4.325981 -13.077011 0.03742981
12156.jpg -9.912376 -14.504761 1.3377686
12157.jpg -10.386078 -11.303131 1.7284393
12158.jpg -4.1649704 -6.619606 0.2571106
12159.jpg 1.5030899 -14.453278 1.2116241
12160.jpg 10.95517 -1.795929 -0.3471222
12161.jpg 14.505829 -2.1243439 -1.3325272
12162.jpg -11.147858 -14.499298 0.9834137
12163.jpg 19.560165 -10.2463 -2.0341415
12164.jpg 15.096359 -20.217743 -3.9355698
12165.jpg -1.8368073 -13.960014 -0.2828064
12166.jpg 6.391548 -4.265747 -0.06854248
12167.jpg 6.4999466 -9.302948 -0.6573334
12168.jpg 8.377602 -17.660904 -0.80392456
12169.jpg -19.052826 -15.298523 3.1243515
12170.jpg 7.821968 4.697571 0.87571716
12171.jpg 19.52562 -7.0253143 -2.1144104
12172.jpg 23.396233 -4.671364 2.8129425
12173.jpg -2.0872955 -10.790886 0.7989807
12174.jpg 4.829315 -8.543945 -0.4948883
12175.jpg -38.93286 -16.904877 -0.60191345
12176.jpg 10.867279 -19.02703 -1.5405426
12177.jpg -20.281143 -8.837379 1.0212402
12178.jpg -3.5179138 -10.587746 2.037201
12179.jpg -2.2025452 -7.135704 -1.5096359
12180.jpg 14.7350235 1.9021606 0.9568863
12181.jpg 3.7377014 -12.758453 -0.63759613
12182.jpg 2.8307953 0.501915 0.18911743
12183.jpg 6.78006 -14.816284 -1.1208115
12184.jpg 5.71154 -8.345314 -2.0810242
12185.jpg 14.676529 -10.694458 -2.212616
12186.jpg 3.1495056 10.157196 -0.05756378
12187.jpg 9.776398 -5.6606293 -0.9568176
12188.jpg 0.78134155 -21.60392 -0.4560852
12189.jpg 39.653442 -0.45388794 -1.988617
12190.jpg -6.480217 -12.9759445 -0.57442474
12191.jpg 11.473724 -14.024483 -0.90338135
12192.jpg -21.417587 -10.402061 1.5497131
12193.jpg -15.950356 -10.926086 2.1282806
12194.jpg 6.266922 5.5282516 1.2487793
12195.jpg 4.484413 -14.58567 -0.36042023
12196.jpg -3.1108475 -11.072327 -1.4812775
12197.jpg 3.0968323 -12.656921 -0.75146484
12198.jpg -23.249237 -11.742157 4.405609
12199.jpg -8.183159 4.960373 1.1804581
12200.jpg 0.30023193 -11.150192 -0.20450592
12201.jpg 22.818344 -11.053741 -6.52063
12202.jpg 19.855293 -11.302109 -1.8590546
12203.jpg -22.52127 -3.2759705 2.2900772
12204.jpg 6.8703003 0.8565903 -1.0887756
12205.jpg 9.273193 5.6609573 -1.0363007
12206.jpg -3.9064102 1.5056152 17.346703
12207.jpg 2.7065964 -10.587502 0.16191101
12208.jpg 3.8346176 -10.417412 -0.31710815
12209.jpg 10.191879 -10.8461 -1.1311111
12210.jpg 12.525833 -6.1153946 0.35697937
12211.jpg 3.2032776 -1.1179962 -0.095199585
12212.jpg 15.226425 -11.430603 -2.4033203
12213.jpg -21.01461 3.1329498 1.1977539
12214.jpg 18.249184 -13.486313 -4.3529816
12215.jpg 4.2841415 -13.0733185 0.94379425
12216.jpg 9.027954 1.45224 2.4438858
12217.jpg 4.31028 -11.155197 -1.987442
12218.jpg 23.938019 -12.720764 -2.9101715
12219.jpg 16.26883 -9.295929 0.45285034
12220.jpg -12.037743 -2.522934 1.1156769
12221.jpg -1.5046005 -13.605392 0.2828064
12222.jpg 15.175888 2.0209503 -1.3140106
12223.jpg 14.843063 -6.0659485 -0.07055664
12224.jpg -4.6168365 -11.537498 -0.8906708
12225.jpg -0.7477417 -14.114677 0.9459915
12226.jpg 14.800201 -8.590347 -1.1572571
12227.jpg -33.592094 -4.762512 2.6270142
12228.jpg 2.4330826 -16.37397 0.098846436
12229.jpg -2.9802551 -5.9958115 1.9611282
12230.jpg -0.385643 -10.1195755 -1.0043488
12231.jpg -11.34156 1.7389374 0.023651123
12232.jpg -1.6400146 -11.814255 -0.7467804
12233.jpg 5.4681473 -8.481155 -1.3602905
12234.jpg 32.71277 -1.3256378 0.22306824
12235.jpg -18.12194 -4.5655365 3.5365143
12236.jpg -0.44597626 -10.039299 -0.9642334
12237.jpg 5.035492 -9.113365 -0.22868347
12238.jpg 16.43866 -9.661514 -0.94229126
12239.jpg 0.76171875 -9.451569 -1.939331
12240.jpg 0.5748596 -13.372948 1.1853485
12241.jpg -3.371643 -11.879898 0.02218628
12242.jpg 1.1738205 2.3122406 0.39196014
12243.jpg -13.829498 -15.119141 1.3945007
12244.jpg -6.659172 -9.025375 1.2006378
12245.jpg 4.8431244 -14.023537 0.083969116
12246.jpg 6.626335 -4.3130493 -1.1925812
12247.jpg -29.44925 -17.316818 4.856392
12248.jpg 0.6083908 -9.550308 -0.70285034
12249.jpg 37.65735 -10.831718 -1.2672501
12250.jpg 1.7521362 -13.69278 -0.046585083
12251.jpg -4.2240677 1.881073 -0.27798462
12252.jpg -4.587181 -7.41671 0.11079407
12253.jpg 2.6691437 -11.577438 -0.8802643
12254.jpg 27.994339 -5.296936 -4.862755
12255.jpg -1.1854935 -10.737656 -0.08041382
12256.jpg 6.5504456 -10.108124 -0.8937988
12257.jpg 4.110504 -17.931915 -1.4027939
12258.jpg -13.510071 -10.751022 0.9598999
12259.jpg -11.442421 -10.125114 -0.87568665
12260.jpg 7.4221497 -2.5151596 0.36712646
12261.jpg 0.50063324 -12.573242 -0.64954376
12262.jpg -20.662529 -6.3979187 1.1594086
12263.jpg 8.769722 -8.885925 0.39136505
12264.jpg 10.362328 -1.0345688 -1.3397598
12265.jpg 21.794327 -13.368706 -3.3442307
12266.jpg 11.9802475 -9.101837 -1.9408722
12267.jpg 0.80433655 0.9711304 0.2186737
12268.jpg 2.2756577 -6.244095 1.7671738
12269.jpg 2.4097824 -6.1232605 0.99419403
12270.jpg -10.488235 -13.510132 0.04135132
12271.jpg -21.472084 35.650833 -3.0045547
12272.jpg -11.536339 -8.908279 0.3039856
12273.jpg -8.833847 -16.502075 1.5605469
12274.jpg 12.550209 -8.469162 -3.4582977
12275.jpg -14.363724 -15.575272 1.1875
12276.jpg -13.951874 -3.1045837 -0.79837036
12277.jpg 46.534225 -12.947601 -8.944504
12278.jpg -10.069977 12.320282 0.18701935
12279.jpg -1.8800964 -5.158478 -0.75271606
12280.jpg 1.4432602 -3.2704926 -1.2046356
12281.jpg -5.999634 -14.916534 3.162323
12282.jpg -4.937134 -7.820114 1.9703217
12283.jpg -0.25860596 -3.0691223 -0.17578125
12284.jpg 0.05230713 -11.560226 -1.9768066
12285.jpg -0.777298 -10.542633 0.9793625
12286.jpg -9.377937 2.8411407 -1.4018402
12287.jpg 18.807701 -19.780495 -2.2512665
12288.jpg -6.586281 -11.129959 0.4270935
12289.jpg -4.403702 -13.7769165 0.3000412
12290.jpg 15.317459 -13.612396 -1.1693726
12291.jpg 4.0791473 -20.23127 -1.2993469
12292.jpg 4.674835 -8.113083 -0.067863464
12293.jpg 10.607864 -19.427612 -0.90374756
12294.jpg -35.50408 -11.376495 4.956009
12295.jpg -3.6726227 6.0006104 -0.104766846
12296.jpg 21.100967 -12.898735 -2.3339767
12297.jpg 28.828522 -7.951126 -2.554161
12298.jpg -0.3240509 -7.4581757 -0.44680786
12299.jpg 4.1737213 5.9006805 -0.8755493
12300.jpg -13.777023 -4.56176 -0.80737305
12301.jpg 5.09375 -10.497093 0.34088135
12302.jpg 6.1485214 -6.3706665 -0.16551208
12303.jpg -23.89592 -33.2492 11.482246
12304.jpg 21.270218 5.7787933 0.3162079
12305.jpg 17.628311 8.140045 -3.0706024
12306.jpg 3.2908936 -1.4942169 0.46341705
12307.jpg 23.419586 -17.973671 -7.5561066
12308.jpg 7.909958 -10.573784 0.069374084
12309.jpg 7.202713 -11.776276 -1.5404205
12310.jpg -2.8150482 -6.6490784 1.1555786
12311.jpg 1.2799301 -15.192062 1.5594177
12312.jpg 6.3016205 -9.548645 -1.7363586
12313.jpg 5.3798065 -8.378845 -0.8619461
12314.jpg 15.116409 -11.0733795 -3.0739517
12315.jpg 11.857864 -8.771393 -0.8242798
12316.jpg -33.30606 -5.757416 -1.9549713
12317.jpg 9.321594 -7.1805115 -0.040481567
12318.jpg -4.613022 -8.142807 1.0834045
12319.jpg -9.517029 -1.2551422 0.17053986
12320.jpg -30.209366 -19.5578 9.802811
12321.jpg -17.582855 -11.121979 1.6254578
12322.jpg 5.524994 0.8955078 0.5328827
12323.jpg -9.199699 -24.41066 4.713066
12324.jpg -11.16983 -5.159851 -0.37273407
12325.jpg 5.042038 -10.370651 -2.834221
12326.jpg 4.090332 -2.2378464 -0.37754822
12327.jpg -10.038864 1.0714188 1.2950897
12328.jpg -27.03331 -3.2429657 2.2649002
12329.jpg 11.1449585 -9.637726 -3.25029
12330.jpg -2.1206589 -6.7980347 -0.8919754
12331.jpg 1.9763718 -10.243439 0.016960144
12332.jpg 27.1922 24.59085 11.530746
12333.jpg 1.7940369 2.8758392 1.6623459
12334.jpg -22.079803 -15.90387 2.0435028
12335.jpg 5.2313995 -13.691116 -0.35565186
12336.jpg -2.4255219 -7.2330627 -0.40945435
12337.jpg -21.013351 -8.9021 -0.26071167
12338.jpg 0.2693634 -5.1666183 -0.2685852
12339.jpg -3.2596436 0.057662964 1.3963623
12340.jpg -4.15818 -10.008179 0.12008667
12341.jpg 24.056198 -6.3286133 0.03413391
12342.jpg 2.5672607 -12.305885 -1.466156
12343.jpg 0.25375366 -14.324097 -1.0603638
12344.jpg -5.669304 -21.731407 1.1320953
12345.jpg 4.96521 -4.8204193 0.17465973
12346.jpg 18.420502 9.360123 -1.0180817
12347.jpg 4.167267 5.345009 -1.08638
12348.jpg 8.328674 -2.7944183 0.9549713
12349.jpg -24.675003 38.258606 -2.5460663
12350.jpg 7.821419 -15.994568 -0.47528076
12351.jpg 1.5871124 -12.730148 0.38354492
12352.jpg 4.4453583 8.544914 -1.5258942
12353.jpg 5.0225525 -17.56929 -0.65828705
12354.jpg -12.184601 -15.3211975 3.9056244
12355.jpg -1.8683624 -2.9385986 -1.0821838
12356.jpg 10.047302 5.326584 1.4406128
12357.jpg -3.1880493 -12.146927 -1.00914
12358.jpg -4.383606 -8.306908 0.92762756
12359.jpg -18.79245 -12.732704 1.7313995
12360.jpg -9.299179 -2.3038177 -0.6719971
12361.jpg -14.633743 -14.629417 1.8650208
12362.jpg -3.9084625 3.7397156 0.26529694
12363.jpg -13.791275 -13.468155 2.8699265
12364.jpg 1.1301498 -10.504219 -0.3844452
12365.jpg 0.08987427 -11.318909 -0.7707138
12366.jpg -22.069977 8.536514 -2.6931381
12367.jpg -19.52079 -12.386871 4.347748
12368.jpg -36.75976 -3.0804977 0.64258575
12369.jpg 8.896744 -7.3990173 -0.68888855
12370.jpg 8.102898 -3.9392166 -0.3918457
12371.jpg -15.919563 -7.809189 0.75701904
12372.jpg 32.985428 -9.538956 -1.3304901
12373.jpg -4.6645126 3.6342926 1.7305069
12374.jpg 9.0205765 4.994217 1.4255905
12375.jpg -9.680435 -3.177353 -0.60006714
12376.jpg 6.0578003 0.03919983 1.6785278
12377.jpg -1.1027527 6.7091904 -2.3968277
12378.jpg 29.093369 -3.4396667 3.0427094
12379.jpg 7.012146 -7.716255 -1.2944946
12380.jpg -4.519554 -10.997124 0.5869217
12381.jpg 4.5887833 -5.371933 -1.6556244
12382.jpg 12.977623 -1.4939117 -2.156067
12383.jpg 6.2810364 -1.7168198 -0.20970154
12384.jpg 3.8603516 -14.05542 0.41523743
12385.jpg -23.30127 -5.2073517 4.3299103
12386.jpg 19.857399 -4.0745697 -2.9442902
12387.jpg -2.3791122 -9.244087 -0.35501862
12388.jpg -35.614735 1.943512 4.214493
12389.jpg 20.314362 -14.072327 -2.428421
12390.jpg 51.037186 33.889786 6.354233
12391.jpg 18.50624 -21.778297 -5.890396
12392.jpg -12.208611 -13.435532 -0.272995
12393.jpg -6.997711 1.6566772 -0.31767273
12394.jpg -9.367897 -16.509644 2.1723404
12395.jpg 20.431137 -4.9201202 -0.6610794
12396.jpg 3.0665588 -3.359024 -0.38505554
12397.jpg -22.679733 -1.7956467 4.2268753
12398.jpg -12.907982 -14.771927 2.1852036
12399.jpg -5.4226303 -1.0597534 -0.10810852
12400.jpg -9.710075 -3.704956 1.5657578
12401.jpg -20.671432 -14.486328 1.7124329
12402.jpg 14.576279 -9.2256775 -3.2362747
12403.jpg -20.037933 -8.008087 -0.31718445
12404.jpg -7.456192 -13.790756 1.4603806
12405.jpg 11.995575 0.56692505 0.013549805
12406.jpg -29.096191 2.1961365 -2.0902634
12407.jpg -83.00844 6.658104 -2.9805603
12408.jpg 7.359009 -11.760002 -1.1014252
12409.jpg 4.73085 -0.4777527 0.22485352
12410.jpg 12.386696 -8.64341 -1.289505
12411.jpg -13.415657 -6.938492 1.6576843
12412.jpg 1.4741364 -12.835121 0.07093811
12413.jpg 1.6010132 1.2933502 0.096466064
12414.jpg -14.444504 -16.477943 2.6629486
12415.jpg 16.139992 -10.673965 -5.144821
12416.jpg 12.820427 -1.9452362 -0.64227295
12417.jpg 11.779846 -9.448021 -0.6663971
12418.jpg 1.5219421 -12.852585 -0.53842163
12419.jpg -5.530548 -13.223663 -0.79585266
12420.jpg -5.765953 -1.0971909 2.3787231
12421.jpg -2.6311111 -0.6288452 0.16374207
12422.jpg -1.8808746 3.551056 -0.07662964
12423.jpg 4.632782 -2.4329834 0.6269531
12424.jpg 3.0236511 -6.7504425 -1.1371613
12425.jpg 17.21576 -1.9501419 3.512085
12426.jpg 1.1738663 -0.3124466 -0.9334564
12427.jpg 13.113983 -17.081352 -2.8805084
12428.jpg 0.9221878 -7.7126617 -1.0129623
12429.jpg -1.5890503 -10.505157 0.99046326
12430.jpg 7.7461853 -4.8316956 -2.101799
12431.jpg -14.196266 -14.003174 1.5766983
12432.jpg 3.4835663 -5.838608 -0.839653
12433.jpg -39.673817 -14.731186 6.536934
12434.jpg 9.029617 -17.050613 -1.6606903
12435.jpg 5.930069 -8.317368 -1.3874207
12436.jpg -6.227722 -11.116425 0.24937439
12437.jpg -1.4141693 -15.83535 -0.80763245
12438.jpg -1.8031311 -10.180466 0.96343994
12439.jpg 0.93161774 -13.597694 -1.8153992
12440.jpg 0.9234009 -5.919655 0.52830505
12441.jpg 5.3320923 -9.880211 -0.84210205
12442.jpg 0.07650757 -8.099937 -0.72442627
12443.jpg 2.709114 4.5780716 2.8565063
12444.jpg 11.046913 -3.9173508 -0.18301392
12445.jpg 11.046913 -3.9173508 -0.18301392
12446.jpg 2.7611618 -7.9376297 -1.754303
12447.jpg -6.3045197 -0.42995453 0.7685394
12448.jpg 15.45607 -14.250809 -2.8655548
12449.jpg 4.4519577 -3.9370728 0.1564331
12450.jpg 1.4034576 0.89089966 0.15795898
12451.jpg 16.433784 0.9346924 2.689972
12452.jpg 8.872147 -1.1966705 -0.10549164
12453.jpg 13.008469 0.9808655 -0.36647034
12454.jpg -21.216629 -7.3666153 2.9405823
